H, 131, Period, DD, 1017, KeyK, UD, 886, KeyK, H, 100, KeyK, DD, 160, Digit3, UD, 60, Digit3, H, 139, Digit3, DD, 309, KeyM, UD, 170, KeyM, H, 158, KeyM, DD, 727, KeyO, UD, 569, KeyO, H, 93, KeyO, DD, 156, KeyO, UD, 63, KeyO, H, 95, KeyO, DD, 923, KeyS, UD, 828, KeyS, H, 117, KeyS, DD, 301, KeyA, UD, 184, KeyA, H, 167, KeyA, DD, 1036, KeyB, UD, 869, KeyB, DD, 94, KeyZ, UD, 963, KeyZ, H, 70, KeyB, H, 146, KeyZ, DD, 1076, Enter, UD, 930, Enter
H, 111, Enter, DD, 530, Period, UD, 419, Period, H, 126, Period, DD, 370, KeyK, UD, 244, KeyK, H, 96, KeyK, DD, 228, Digit3, UD, 132, Digit3, H, 125, Digit3, DD, 163, Digit3, UD, 38, Digit3, H, 122, Digit3, DD, 141, KeyM, UD, 19, KeyM, H, 140, KeyM, DD, 741, Enter, UD, 601, Enter
H, 109, Enter, DD, 288, KeyM, UD, 179, KeyM, H, 94, KeyM, DD, 718, Digit3, UD, 624, Digit3, H, 96, Digit3, DD, 1228, Backspace, UD, 1132, Backspace, H, 63, Backspace, DD, 227, Backspace, UD, 164, Backspace, H, 80, Backspace, DD, 153, Backspace, UD, 73, Backspace, H, 102, Backspace, DD, 157, Backspace, UD, 55, Backspace, H, 139, Backspace, DD, 318, Enter, UD, 179, Enter
H, 104, Enter, DD, 266, Period, UD, 162, Period, H, 114, Period, DD, 1072, KeyK, UD, 958, KeyK, H, 102, KeyK, DD, 611, KeyE, UD, 509, KeyE, DD, 57, KeyY, UD, 566, KeyY, H, 29, KeyE, H, 129, KeyY, DD, 1112, Enter, UD, 983, Enter
H, 76, Enter, DD, 323, Period, UD, 247, Period, H, 121, Period, DD, 869, Digit3, UD, 748, Digit3, DD, 99, KeyM, UD, 847, KeyM, H, 5, Digit3, H, 98, KeyM, DD, 332, KeyO, UD, 234, KeyO, H, 73, KeyO, DD, 128, KeyO, UD, 55, KeyO, H, 100, KeyO, DD, 497, KeyS, UD, 397, KeyS, H, 101, KeyS, DD, 174, KeyA, UD, 73, KeyA, H, 109, KeyA, DD, 189, KeyB, UD, 80, KeyB, DD, 98, KeyZ, UD, 178, KeyZ, H, 8, KeyB, H, 100, KeyZ, DD, 165, Enter, UD, 65, Enter
H, 101, Enter, DD, 790, Period, UD, 689, Period, H, 104, Period, DD, 434, KeyK, UD, 330, KeyK, H, 96, KeyK, DD, 304, Digit3, UD, 208, Digit3, H, 103, Digit3, DD, 116, KeyM, UD, 13, KeyM, H, 97, KeyM, DD, 297, KeyO, UD, 200, KeyO, H, 69, KeyO, DD, 120, KeyO, UD, 51, KeyO, H, 101, KeyO, DD, 157, KeyS, UD, 56, KeyS, H, 110, KeyS, DD, 130, KeyA, UD, 20, KeyA, H, 122, KeyA, DD, 201, KeyB, UD, 79, KeyB, DD, 69, KeyZ, UD, 148, KeyZ, H, 5, KeyB, H, 107, KeyZ, DD, 193, Enter, UD, 86, Enter
H, 92, Enter, DD, 266, Period, UD, 174, Period, H, 114, Period, DD, 294, KeyK, UD, 180, KeyK, H, 100, KeyK, DD, 255, Digit3, UD, 155, Digit3, H, 101, Digit3, DD, 268, KeyM, UD, 167, KeyM, H, 107, KeyM, DD, 336, KeyO, UD, 229, KeyO, H, 80, KeyO, DD, 141, KeyO, UD, 61, KeyO, H, 96, KeyO, DD, 206, KeyS, UD, 110, KeyS, H, 133, KeyS, DD, 292, KeyA, UD, 159, KeyA, H, 114, KeyA, DD, 228, KeyB, UD, 114, KeyB, H, 82, KeyB, DD, 133, KeyZ, UD, 51, KeyZ, H, 124, KeyZ, DD, 177, Enter, UD, 53, Enter
H, 103, Enter, DD, 374, Period, UD, 271, Period, H, 144, Period, DD, 481, KeyK, UD, 337, KeyK, H, 117, KeyK, DD, 345, Digit3, UD, 228, Digit3, H, 101, Digit3, DD, 198, KeyM, UD, 97, KeyM, H, 111, KeyM, DD, 357, KeyO, UD, 246, KeyO, H, 91, KeyO, DD, 161, KeyO, UD, 70, KeyO, H, 114, KeyO, DD, 231, KeyS, UD, 117, KeyS, H, 162, KeyS, DD, 240, KeyA, UD, 78, KeyA, H, 128, KeyA, DD, 573, KeyB, UD, 445, KeyB, H, 97, KeyB, DD, 107, KeyZ, UD, 10, KeyZ, H, 124, KeyZ, DD, 180, Enter, UD, 56, Enter
H, 112, Enter, DD, 280, Period, UD, 168, Period, H, 122, Period, DD, 292, KeyK, UD, 170, KeyK, H, 86, KeyK, DD, 271, Digit3, UD, 185, Digit3, H, 92, Digit3, DD, 203, KeyM, UD, 111, KeyM, H, 114, KeyM, DD, 336, KeyO, UD, 222, KeyO, H, 88, KeyO, DD, 152, KeyO, UD, 64, KeyO, H, 100, KeyO, DD, 232, KeyS, UD, 132, KeyS, H, 119, KeyS, DD, 155, KeyA, UD, 36, KeyA, H, 113, KeyA, DD, 306, KeyB, UD, 193, KeyB, H, 124, KeyB, DD, 131, KeyZ, UD, 7, KeyZ, H, 104, KeyZ, DD, 743, Enter, UD, 639, Enter
H, 110, Enter, DD, 481, Period, UD, 371, Period, H, 123, Period, DD, 233, KeyK, UD, 110, KeyK, H, 107, KeyK, DD, 182, Digit3, UD, 75, Digit3, H, 87, Digit3, DD, 165, KeyM, UD, 78, KeyM, H, 109, KeyM, DD, 282, KeyO, UD, 173, KeyO, H, 83, KeyO, DD, 137, KeyO, UD, 54, KeyO, H, 108, KeyO, DD, 191, KeyS, UD, 83, KeyS, H, 132, KeyS, DD, 218, KeyA, UD, 86, KeyA, H, 114, KeyA, DD, 171, KeyB, UD, 57, KeyB, H, 76, KeyB, DD, 109, KeyZ, UD, 33, KeyZ, H, 116, KeyZ, DD, 181, Enter, UD, 65, Enter
H, 122, Enter, DD, 309, Period, UD, 187, Period, H, 106, Period, DD, 315, KeyK, UD, 209, KeyK, H, 112, KeyK, DD, 305, Digit3, UD, 193, Digit3, H, 126, Digit3, DD, 173, KeyM, UD, 47, KeyM, H, 74, KeyM, DD, 325, KeyO, UD, 251, KeyO, H, 78, KeyO, DD, 144, KeyO, UD, 66, KeyO, H, 117, KeyO, DD, 206, KeyS, UD, 89, KeyS, H, 101, KeyS, DD, 192, KeyA, UD, 91, KeyA, H, 113, KeyA, DD, 152, KeyB, UD, 39, KeyB, H, 76, KeyB, DD, 137, KeyZ, UD, 61, KeyZ, H, 104, KeyZ, DD, 140, Enter, UD, 36, Enter
H, 104, Enter, DD, 667, Period, UD, 563, Period, H, 102, Period, DD, 358, KeyK, UD, 256, KeyK, H, 114, KeyK, DD, 409, Digit3, UD, 295, Digit3, H, 96, Digit3, DD, 188, KeyM, UD, 92, KeyM, H, 106, KeyM, DD, 274, KeyO, UD, 168, KeyO, H, 72, KeyO, DD, 128, KeyO, UD, 56, KeyO, H, 104, KeyO, DD, 167, KeyS, UD, 63, KeyS, H, 125, KeyS, DD, 194, KeyA, UD, 69, KeyA, H, 108, KeyA, DD, 143, KeyB, UD, 35, KeyB, H, 88, KeyB, DD, 264, KeyZ, UD, 176, KeyZ, H, 116, KeyZ, DD, 157, Enter, UD, 41, Enter
H, 103, Enter, DD, 548, Period, UD, 445, Period, H, 113, Period, DD, 251, KeyK, UD, 138, KeyK, H, 87, KeyK, DD, 163, Digit3, UD, 76, Digit3, H, 111, Digit3, DD, 173, KeyM, UD, 62, KeyM, H, 105, KeyM, DD, 381, KeyO, UD, 276, KeyO, H, 77, KeyO, DD, 152, KeyO, UD, 75, KeyO, H, 91, KeyO, DD, 241, KeyS, UD, 150, KeyS, H, 117, KeyS, DD, 235, KeyA, UD, 118, KeyA, H, 110, KeyA, DD, 227, KeyB, UD, 117, KeyB, H, 78, KeyB, DD, 112, KeyZ, UD, 34, KeyZ, H, 115, KeyZ, DD, 158, Enter, UD, 43, Enter
H, 106, Enter, DD, 296, Period, UD, 190, Period, H, 114, Period, DD, 284, KeyK, UD, 170, KeyK, H, 92, KeyK, DD, 315, Digit3, UD, 223, Digit3, H, 117, Digit3, DD, 137, KeyM, UD, 20, KeyM, H, 100, KeyM, DD, 316, KeyO, UD, 216, KeyO, H, 77, KeyO, DD, 153, KeyO, UD, 76, KeyO, H, 86, KeyO, DD, 220, KeyS, UD, 134, KeyS, H, 155, KeyS, DD, 295, KeyA, UD, 140, KeyA, H, 106, KeyA, DD, 179, KeyB, UD, 73, KeyB, H, 78, KeyB, DD, 98, KeyZ, UD, 20, KeyZ, H, 103, KeyZ, DD, 156, Enter, UD, 53, Enter
H, 101, Enter, DD, 283, Period, UD, 182, Period, H, 147, Period, DD, 364, KeyK, UD, 217, KeyK, H, 88, KeyK, DD, 218, Digit3, UD, 130, Digit3, H, 109, Digit3, DD, 215, KeyM, UD, 106, KeyM, H, 101, KeyM, DD, 311, KeyO, UD, 210, KeyO, H, 97, KeyO, DD, 220, KeyO, UD, 123, KeyO, H, 104, KeyO, DD, 357, KeyS, UD, 253, KeyS, H, 101, KeyS, DD, 253, KeyA, UD, 152, KeyA, H, 110, KeyA, DD, 264, KeyB, UD, 154, KeyB, H, 102, KeyB, DD, 184, KeyZ, UD, 82, KeyZ, H, 91, KeyZ, DD, 115, Enter, UD, 24, Enter
H, 97, Enter, DD, 274, Period, UD, 177, Period, H, 103, Period, DD, 333, KeyK, UD, 230, KeyK, H, 92, KeyK, DD, 331, Digit3, UD, 239, Digit3, H, 97, Digit3, DD, 157, KeyM, UD, 60, KeyM, H, 104, KeyM, DD, 303, KeyO, UD, 199, KeyO, H, 80, KeyO, DD, 143, KeyO, UD, 63, KeyO, H, 101, KeyO, DD, 182, KeyS, UD, 81, KeyS, H, 97, KeyS, DD, 220, KeyA, UD, 123, KeyA, H, 83, KeyA, DD, 183, KeyB, UD, 100, KeyB, H, 76, KeyB, DD, 112, KeyZ, UD, 36, KeyZ, H, 100, KeyZ, DD, 157, Enter, UD, 57, Enter
H, 94, Enter, DD, 272, Period, UD, 178, Period, H, 114, Period, DD, 283, KeyK, UD, 169, KeyK, H, 96, KeyK, DD, 379, Digit3, UD, 283, Digit3, H, 105, Digit3, DD, 186, KeyM, UD, 81, KeyM, H, 102, KeyM, DD, 328, KeyO, UD, 226, KeyO, H, 70, KeyO, DD, 139, KeyO, UD, 69, KeyO, H, 94, KeyO, DD, 168, KeyS, UD, 74, KeyS, H, 114, KeyS, DD, 232, KeyA, UD, 118, KeyA, H, 91, KeyA, DD, 173, KeyB, UD, 82, KeyB, H, 81, KeyB, DD, 98, KeyZ, UD, 17, KeyZ, H, 115, KeyZ, DD, 189, Enter, UD, 74, Enter
H, 103, Enter, DD, 295, Period, UD, 192, Period, H, 132, Period, DD, 268, KeyK, UD, 136, KeyK, H, 97, KeyK, DD, 184, Digit3, UD, 87, Digit3, H, 130, Digit3, DD, 179, KeyM, UD, 49, KeyM, H, 97, KeyM, DD, 305, KeyO, UD, 208, KeyO, H, 75, KeyO, DD, 141, KeyO, UD, 66, KeyO, H, 100, KeyO, DD, 212, KeyS, UD, 112, KeyS, H, 143, KeyS, DD, 251, KeyA, UD, 108, KeyA, H, 107, KeyA, DD, 235, KeyB, UD, 128, KeyB, H, 84, KeyB, DD, 242, KeyZ, UD, 158, KeyZ, H, 117, KeyZ, DD, 954, Enter, UD, 837, Enter
H, 115, Enter, DD, 1115, Period, UD, 1000, Period, H, 94, Period, DD, 224, KeyK, UD, 130, KeyK, H, 92, KeyK, DD, 208, Digit3, UD, 116, Digit3, H, 88, Digit3, DD, 179, KeyM, UD, 91, KeyM, H, 97, KeyM, DD, 286, KeyO, UD, 189, KeyO, H, 82, KeyO, DD, 135, KeyO, UD, 53, KeyO, H, 107, KeyO, DD, 161, KeyS, UD, 54, KeyS, H, 99, KeyS, DD, 211, KeyA, UD, 112, KeyA, H, 92, KeyA, DD, 194, KeyB, UD, 102, KeyB, H, 88, KeyB, DD, 187, KeyZ, UD, 99, KeyZ, H, 110, KeyZ, DD, 254, Enter, UD, 144, Enter
H, 124, Enter, DD, 283, Period, UD, 159, Period, H, 133, Period, DD, 298, KeyK, UD, 165, KeyK, H, 40, KeyK, DD, 131, Digit3, UD, 91, Digit3, H, 108, Digit3, DD, 195, KeyM, UD, 87, KeyM, H, 91, KeyM, DD, 434, KeyO, UD, 343, KeyO, H, 70, KeyO, DD, 136, KeyO, UD, 66, KeyO, H, 99, KeyO, DD, 239, KeyS, UD, 140, KeyS, H, 120, KeyS, DD, 210, KeyA, UD, 90, KeyA, H, 111, KeyA, DD, 347, KeyZ, UD, 236, KeyZ, H, 128, KeyZ, DD, 222, KeyB, UD, 94, KeyB, H, 92, KeyB, DD, 589, Enter, UD, 497, Enter
H, 90, Enter, DD, 1491, Period, UD, 1401, Period, H, 114, Period, DD, 277, KeyK, UD, 163, KeyK, H, 114, KeyK, DD, 120, Digit3, UD, 6, Digit3, H, 104, Digit3, DD, 358, KeyM, UD, 254, KeyM, H, 109, KeyM, DD, 237, KeyO, UD, 128, KeyO, H, 88, KeyO, DD, 141, KeyO, UD, 53, KeyO, H, 105, KeyO, DD, 146, KeyS, UD, 41, KeyS, H, 110, KeyS, DD, 196, KeyA, UD, 86, KeyA, H, 102, KeyA, DD, 166, KeyB, UD, 64, KeyB, H, 86, KeyB, DD, 139, KeyZ, UD, 53, KeyZ, H, 112, KeyZ, DD, 145, Enter, UD, 33, Enter
H, 124, Enter, DD, 328, Period, UD, 204, Period, H, 138, Period, DD, 576, KeyK, UD, 438, KeyK, H, 99, KeyK, DD, 137, Digit3, UD, 38, Digit3, H, 91, Digit3, DD, 181, KeyM, UD, 90, KeyM, H, 126, KeyM, DD, 441, KeyO, UD, 315, KeyO, H, 99, KeyO, DD, 256, KeyS, UD, 157, KeyS, H, 129, KeyS, DD, 223, KeyA, UD, 94, KeyA, H, 105, KeyA, DD, 488, KeyB, UD, 383, KeyB, H, 111, KeyB, DD, 127, KeyZ, UD, 16, KeyZ, H, 122, KeyZ, DD, 211, Enter, UD, 89, Enter
H, 148, Enter, DD, 781, Period, UD, 633, Period, H, 135, Period, DD, 266, KeyK, UD, 131, KeyK, H, 93, KeyK, DD, 296, Digit3, UD, 203, Digit3, H, 105, Digit3, DD, 113, KeyM, UD, 8, KeyM, H, 99, KeyM, DD, 292, KeyO, UD, 193, KeyO, H, 70, KeyO, DD, 131, KeyO, UD, 61, KeyO, H, 98, KeyO, DD, 177, KeyS, UD, 79, KeyS, H, 114, KeyS, DD, 212, KeyA, UD, 98, KeyA, H, 114, KeyA, DD, 287, KeyB, UD, 173, KeyB, H, 78, KeyB, DD, 104, KeyZ, UD, 26, KeyZ, H, 120, KeyZ, DD, 619, Enter, UD, 499, Enter
H, 100, Enter, DD, 538, Period, UD, 438, Period, H, 108, Period, DD, 278, KeyK, UD, 170, KeyK, H, 91, KeyK, DD, 250, Digit3, UD, 159, Digit3, H, 97, Digit3, DD, 182, KeyM, UD, 85, KeyM, H, 99, KeyM, DD, 305, KeyO, UD, 206, KeyO, H, 76, KeyO, DD, 141, KeyO, UD, 65, KeyO, H, 94, KeyO, DD, 207, KeyS, UD, 113, KeyS, H, 141, KeyS, DD, 205, KeyA, UD, 64, KeyA, H, 124, KeyA, DD, 266, KeyB, UD, 142, KeyB, H, 94, KeyB, DD, 109, KeyZ, UD, 15, KeyZ, H, 113, KeyZ, DD, 195, Enter, UD, 82, Enter
H, 142, Enter, DD, 613, Period, UD, 471, Period, H, 119, Period, DD, 241, KeyK, UD, 122, KeyK, H, 101, KeyK, DD, 195, Digit3, UD, 94, Digit3, H, 101, Digit3, DD, 125, KeyM, UD, 24, KeyM, H, 114, KeyM, DD, 302, KeyO, UD, 188, KeyO, H, 71, KeyO, DD, 130, KeyO, UD, 59, KeyO, H, 104, KeyO, DD, 183, KeyS, UD, 79, KeyS, H, 106, KeyS, DD, 210, KeyA, UD, 104, KeyA, H, 100, KeyA, DD, 197, KeyB, UD, 97, KeyB, H, 77, KeyB, DD, 107, KeyZ, UD, 30, KeyZ, H, 114, KeyZ, DD, 198, Enter, UD, 84, Enter
H, 116, Enter, DD, 587, Period, UD, 471, Period, H, 110, Period, DD, 256, KeyK, UD, 146, KeyK, H, 95, KeyK, DD, 142, Digit3, UD, 47, Digit3, H, 104, Digit3, DD, 142, KeyM, UD, 38, KeyM, H, 123, KeyM, DD, 307, KeyO, UD, 184, KeyO, H, 76, KeyO, DD, 133, KeyO, UD, 57, KeyO, H, 107, KeyO, DD, 201, KeyS, UD, 94, KeyS, H, 123, KeyS, DD, 242, KeyA, UD, 119, KeyA, H, 86, KeyA, DD, 177, KeyB, UD, 91, KeyB, H, 80, KeyB, DD, 91, KeyZ, UD, 11, KeyZ, H, 101, KeyZ, DD, 176, Enter, UD, 75, Enter
H, 92, Enter, DD, 446, Period, UD, 354, Period, H, 131, Period, DD, 2507, KeyK, UD, 2376, KeyK, H, 114, KeyK, DD, 124, Digit3, UD, 10, Digit3, H, 116, Digit3, DD, 2135, KeyM, UD, 2019, KeyM, H, 128, KeyM, DD, 262, KeyO, UD, 134, KeyO, H, 90, KeyO, DD, 143, KeyO, UD, 53, KeyO, H, 120, KeyO, DD, 186, KeyS, UD, 66, KeyS, H, 137, KeyS, DD, 189, KeyA, UD, 52, KeyA, H, 134, KeyA, DD, 191, KeyB, UD, 57, KeyB, DD, 77, KeyZ, UD, 134, KeyZ, H, 10, KeyB, H, 143, KeyZ, DD, 203, Enter, UD, 60, Enter
H, 140, Enter, DD, 444, Period, UD, 304, Period, H, 129, Period, DD, 298, KeyK, UD, 169, KeyK, H, 138, KeyK, DD, 1109, Digit3, UD, 971, Digit3, H, 112, Digit3, DD, 202, KeyM, UD, 90, KeyM, H, 106, KeyM, DD, 273, KeyO, UD, 167, KeyO, H, 76, KeyO, DD, 138, KeyO, UD, 62, KeyO, H, 95, KeyO, DD, 131, KeyS, UD, 36, KeyS, H, 120, KeyS, DD, 212, KeyA, UD, 92, KeyA, H, 110, KeyA, DD, 147, KeyB, UD, 37, KeyB, H, 95, KeyB, DD, 108, KeyZ, UD, 13, KeyZ, H, 119, KeyZ, DD, 158, Enter, UD, 39, Enter
H, 116, Enter, DD, 562, Period, UD, 446, Period, H, 133, Period, DD, 275, KeyK, UD, 142, KeyK, H, 91, KeyK, DD, 132, Digit3, UD, 41, Digit3, H, 91, Digit3, DD, 179, KeyM, UD, 88, KeyM, H, 111, KeyM, DD, 292, KeyO, UD, 181, KeyO, H, 77, KeyO, DD, 159, KeyO, UD, 82, KeyO, H, 85, KeyO, DD, 443, KeyS, UD, 358, KeyS, H, 118, KeyS, DD, 266, KeyA, UD, 148, KeyA, H, 123, KeyA, DD, 233, KeyB, UD, 110, KeyB, DD, 67, KeyZ, UD, 177, KeyZ, H, 10, KeyB, H, 116, KeyZ, DD, 228, Enter, UD, 112, Enter
H, 138, Enter, DD, 1286, Period, UD, 1148, Period, H, 113, Period, DD, 740, KeyK, UD, 627, KeyK, H, 96, KeyK, DD, 207, Digit3, UD, 111, Digit3, H, 107, Digit3, DD, 376, KeyM, UD, 269, KeyM, H, 103, KeyM, DD, 221, KeyO, UD, 118, KeyO, H, 88, KeyO, DD, 145, KeyO, UD, 57, KeyO, H, 115, KeyO, DD, 150, KeyS, UD, 35, KeyS, H, 100, KeyS, DD, 193, KeyA, UD, 93, KeyA, H, 105, KeyA, DD, 138, KeyB, UD, 33, KeyB, H, 87, KeyB, DD, 108, KeyZ, UD, 21, KeyZ, H, 114, KeyZ, DD, 163, Enter, UD, 49, Enter
H, 105, Enter, DD, 591, Period, UD, 486, Period, H, 117, Period, DD, 286, KeyK, UD, 169, KeyK, H, 114, KeyK, DD, 208, Digit3, UD, 94, Digit3, H, 96, Digit3, DD, 142, KeyM, UD, 46, KeyM, H, 104, KeyM, DD, 351, KeyO, UD, 247, KeyO, H, 87, KeyO, DD, 157, KeyO, UD, 70, KeyO, H, 100, KeyO, DD, 339, KeyS, UD, 239, KeyS, H, 106, KeyS, DD, 202, KeyA, UD, 96, KeyA, H, 111, KeyA, DD, 152, KeyB, UD, 41, KeyB, H, 73, KeyB, DD, 137, KeyZ, UD, 64, KeyZ, H, 104, KeyZ, DD, 177, Enter, UD, 73, Enter
H, 144, Enter, DD, 305, Comma, UD, 161, Comma, H, 171, Comma, DD, 678, KeyK, UD, 507, KeyK, H, 83, KeyK, DD, 794, Digit3, UD, 711, Digit3, H, 77, Digit3, DD, 500, KeyM, UD, 423, KeyM, H, 99, KeyM, DD, 440, KeyO, UD, 341, KeyO, H, 102, KeyO, DD, 744, Enter, UD, 642, Enter
H, 128, Enter, DD, 381, Period, UD, 253, Period, H, 112, Period, DD, 252, KeyK, UD, 140, KeyK, H, 100, KeyK, DD, 1275, Digit3, UD, 1175, Digit3, H, 107, Digit3, DD, 292, KeyM, UD, 185, KeyM, H, 143, KeyM, DD, 515, KeyO, UD, 372, KeyO, H, 76, KeyO, DD, 150, KeyO, UD, 74, KeyO, H, 98, KeyO, DD, 137, KeyS, UD, 39, KeyS, H, 105, KeyS, DD, 192, KeyA, UD, 87, KeyA, H, 126, KeyA, DD, 482, KeyB, UD, 356, KeyB, H, 86, KeyB, DD, 137, KeyZ, UD, 51, KeyZ, H, 106, KeyZ, DD, 131, Enter, UD, 25, Enter
H, 102, Enter, DD, 966, Period, UD, 864, Period, H, 117, Period, DD, 242, KeyK, UD, 125, KeyK, H, 111, KeyK, DD, 214, Digit3, UD, 103, Digit3, H, 114, Digit3, DD, 617, KeyM, UD, 503, KeyM, H, 123, KeyM, DD, 690, KeyO, UD, 567, KeyO, H, 86, KeyO, DD, 149, KeyO, UD, 63, KeyO, H, 97, KeyO, DD, 153, KeyS, UD, 56, KeyS, H, 111, KeyS, DD, 157, KeyA, UD, 46, KeyA, H, 140, KeyA, DD, 144, KeyB, UD, 4, KeyB, H, 112, KeyB, DD, 135, KeyZ, UD, 23, KeyZ, H, 134, KeyZ, DD, 149, Enter, UD, 15, Enter
H, 133, Enter, DD, 318, Period, UD, 185, Period, H, 124, Period, DD, 264, KeyK, UD, 140, KeyK, H, 98, KeyK, DD, 159, Digit3, UD, 61, Digit3, H, 108, Digit3, DD, 173, KeyM, UD, 65, KeyM, H, 114, KeyM, DD, 295, KeyO, UD, 181, KeyO, H, 82, KeyO, DD, 136, KeyO, UD, 54, KeyO, H, 100, KeyO, DD, 163, KeyS, UD, 63, KeyS, H, 136, KeyS, DD, 219, KeyA, UD, 83, KeyA, H, 131, KeyA, DD, 216, KeyB, UD, 85, KeyB, H, 90, KeyB, DD, 109, KeyZ, UD, 19, KeyZ, H, 121, KeyZ, DD, 637, Enter, UD, 516, Enter
H, 119, Enter, DD, 355, Period, UD, 236, Period, H, 124, Period, DD, 513, KeyK, UD, 389, KeyK, H, 97, KeyK, DD, 430, Digit3, UD, 333, Digit3, H, 92, Digit3, DD, 576, KeyM, UD, 484, KeyM, H, 118, KeyM, DD, 296, KeyO, UD, 178, KeyO, H, 97, KeyO, DD, 151, KeyO, UD, 54, KeyO, H, 111, KeyO, DD, 397, KeyS, UD, 286, KeyS, H, 122, KeyS, DD, 215, KeyA, UD, 93, KeyA, H, 124, KeyA, DD, 226, KeyB, UD, 102, KeyB, H, 95, KeyB, DD, 134, KeyZ, UD, 39, KeyZ, H, 129, KeyZ, DD, 454, Enter, UD, 325, Enter
